index,level,lession,kanji,vi_1,vi_2,giai_thich,image_1,image_2
943,3,31,片,Phiến,một mảnh,1 mảnh của phiến gỗ,943_image_1.png,943_image_2.png
944,3,31,並,Tịnh,xếp hàng,2 chữ 17 đứng cạnh nhau là xếp hàng,944_image_1.png,944_image_2.png
945,3,32,閉,Bế,đóng,Cửa bị niêm phong,945_image_1.png,945_image_2.png
946,3,32,陛,Bệ,bệ hạ,"Khi gặp bệ hạ, người dân phải cúi đầu xuống đất",946_image_1.png,946_image_2.png
947,3,32,保,Bảo,bảo đảm,Người bảo vệ cây ăn quả,947_image_1.png,947_image_2.png
948,3,32,補,Bổ,bổ sung,Bồ sung miếng vải vào quần áo bị rách,948_image_1.png,948_image_2.png
949,3,32,豊,Phong,Phong phú,Thửa ruộng trồng nhiều loại đậu khác nhau trông thật phong phú,949_image_1.png,949_image_2.png
950,3,32,報,Báo,báo cáo,"Báo cáo về tình hình kinh tế, đất đai và thời trang",950_image_1.png,950_image_2.png
951,3,32,訪,Phỏng,phỏng vấn,Người đang chạy đi phỏng vấn,951_image_1.png,951_image_2.png
952,3,32,宝,Bảo,quý hiếm,Ngôi nhà cất giữ bảo ngọc quý,952_image_1.png,952_image_2.png
953,3,32,墓,Mộ,mộ phần,Ngôi mộ to trên bãi đất rộng,953_image_1.png,953_image_2.png
954,3,32,暮,Mộ,trời tối,Trời tồi,954_image_1.png,954_image_2.png
955,3,33,棒,Bổng,cái gậy,Người có 3 chiếc gậy đinh làm từ thân cây,955_image_1.png,955_image_2.png
956,3,33,忘,Vong,quên,"Khi trái tim con người ta ngừng đập, họ bỏ lại tất cả mọi thứ",956_image_1.png,956_image_2.png
957,3,33,亡,Vong,tử vong,Người chết sẽ được cho vào quan tài,957_image_1.png,957_image_2.png
958,3,33,防,Phòng,phòng chống,Bảo vệ đang phòng chồng trộm cướp,958_image_1.png,958_image_2.png
959,3,33,夢,Mộng,giấc mơ,Chúng ta gặp giấc mơ khi đi ngủ lúc màn đêm buông xuống,959_image_1.png,959_image_2.png
960,3,33,務,Vụ,sự vụ,Người lính gác có nhiệm vụ đi tuần tra,960_image_1.png,960_image_2.png
961,3,33,迷,Mê,mê cung,Lạc trong mê cung,961_image_1.png,961_image_2.png
962,3,33,盟,Minh,đồng minh,Khi kết thành đồng minh thì chúng ta dùng bát uống rượu ăn thề,962_image_1.png,962_image_2.png
963,3,33,綿,Miên,bông vải,Bông vải,963_image_1.png,963_image_2.png
964,3,33,枚,Mai,vật mỏng,Chiếc lá mỏng,964_image_1.png,964_image_2.png
965,3,34,幕,Mạc,cái rèm,Miếng vải to che nắng là cái rèm,965_image_1.png,965_image_2.png
966,3,34,密,Mật,bí mật,Xây nhà tất nhiên phải nằm trong núi thì sẽ bí mật,966_image_1.png,966_image_2.png
967,3,34,模,Mô,mô hình,Chặt cây làm mô hình,967_image_1.png,967_image_2.png
968,3,34,輸,Thâu,nhập khẩu,"1 người nhập khẩu ô tô, thịt bò và đao kiếm",968_image_1.png,968_image_2.png
969,3,34,余,Dư,dư thừa,Người quét những thứ dư thừa,969_image_1.png,969_image_2.png
970,3,34,預,Dự,gửi,Gửi tiền tiết kiệm,970_image_1.png,970_image_2.png
971,3,34,容,Dung,bao dung,Xây nhà trong hang cho trẻ em (bao dung),971_image_1.png,971_image_2.png
972,3,34,幼,Ấu,ấu thơ,Trẻ con thường lực rất yếu,972_image_1.png,972_image_2.png
973,3,34,訳,Dịch,phiên dịch,Mang loa đi phiên dịch,973_image_1.png,973_image_2.png
974,3,34,優,Ưu,ưu tú,Người ưu tú,974_image_1.png,974_image_2.png
975,3,35,郵,Bưu,bưu cục,Bưu cục,975_image_1.png,975_image_2.png
976,3,35,欲,Dục,dục vọng,Người có mong muồn ra thung lũng chơi,976_image_1.png,976_image_2.png
977,3,35,翌,Dực,ngày mai,"Ngày mai đi bắt chim, bay tới ngày mai",977_image_1.png,977_image_2.png
978,3,35,論,Luận,thảo luận,Thảo luận về quyền sách,978_image_1.png,978_image_2.png
979,3,35,率,Suất,năng suất,Xác suất trúng xổ số là rất cao,979_image_1.png,979_image_2.png
980,3,35,律,Luật,luật pháp,Người viết luật pháp,980_image_1.png,980_image_2.png
981,3,35,略,Lược,chiến lược,Chiến lược thu hoạch lúa,981_image_1.png,981_image_2.png
982,3,35,留,Lưu,lưu lại,Khi chúng ta lưu lại ở nơi đầy thì chúng ta sẽ dùng sức lực và công. cụ của bản thân để khai phá mảnh đắất đó,982_image_1.png,982_image_2.png
983,3,35,領,Lãnh,lãnh đạo,Lãnh đạo cần nhiều tiền,983_image_1.png,983_image_2.png
984,3,35,卵,Noãn,trứng,Đập trứng tách ra,984_image_1.png,984_image_2.png
985,3,36,乱,Loạn,rối loạn,Luyện âm L đến mức rồi loạn,985_image_1.png,985_image_2.png
986,3,36,覧,Lãm,triển lãm,Đi xem triễn lãm lịch sử,986_image_1.png,986_image_2.png
987,3,36,裏,Lý,mặt trái,Mặt trái của 1 chiếc áo,987_image_1.png,987_image_2.png
988,3,36,臨,Lâm,lâm thời,Ông quan lâm thời mua rất nhiều hàng hóa xa xỉ,988_image_1.png,988_image_2.png
989,3,36,朗,Lãng,chiếu sáng,Ánh trăng chiếu sáng tốt,989_image_1.png,989_image_2.png
990,2,1,握 ,Ác ,cầm nắm,Cầm tay vịn mở cửa,990_image_1.png,990_image_2.png
991,2,1,哀 ,Ai,bi ai,B ai,991_image_1.png,991_image_2.png
992,2,1,依 ,Ỷ,ỷ lại,ÝỶ lại vào người khác,992_image_1.png,992_image_2.png
993,2,1,威 ,Uy ,uy quyền,Nữ tướng uy quyền,993_image_1.png,993_image_2.png
994,2,1,偉 ,Vĩ ,vĩ đại,Con người vĩ đại,994_image_1.png,994_image_2.png
995,2,1,為 ,Vi ,hành vi,Hành vi lái tàu,995_image_1.png,995_image_2.png
996,2,1,違 ,Vi ,sai khác,Đi nhằm đường,996_image_1.png,996_image_2.png
997,2,1,緯 ,Vĩ ,vĩ độ,Vĩ tuyến nhìn trông giống sợi chỉ,997_image_1.png,997_image_2.png
998,2,1,維 ,Duy,buộc,Duy buộc con chim,998_image_1.png,998_image_2.png
999,2,1,隠 ,Ẩn ,ẩn giấu,Cầm 3 túi tiền đi giấu dưới đất,999_image_1.png,999_image_2.png
1000,2,2,陰 ,Âm ,âm u,Bóng núi âm u,1000_image_1.png,1000_image_2.png
1001,2,2,慰 ,Úy ,an ủi,An ủi con tim,1001_image_1.png,1001_image_2.png
1002,2,2,芋 ,Dụ ,củ khoai,Củ khoai,1002_image_1.png,1002_image_2.png
1003,2,2,影 ,Ảnh,"ảnh hưởng, bóng dáng",Bóng dáng mặt trời trêôn mặt nước,1003_image_1.png,1003_image_2.png
1004,2,2,越 ,Việt,"vượt qua, Việt Nam",Người Việt đánh bại kẻ thù chạy tán loạn,1004_image_1.png,1004_image_2.png
1005,2,2,援 ,Viện,chi viện,Đưa tay chỉ viện người khó khăn,1005_image_1.png,1005_image_2.png
1006,2,2,綠 ,Lục, màuxanh,Sợi chỉ màu xanh lá,1006_image_1.png,1006_image_2.png
1007,2,2,煙 ,Yên, khói,Chiếc túi bốc cháy trên mặt đắt,1007_image_1.png,1007_image_2.png
1008,2,2,鉛 ,Duyên,chất chì,Chất chì,1008_image_1.png,1008_image_2.png
1009,2,2,詠 ,Vịnh,làm thơ,Nhà thơ đang ngâm thơ,1009_image_1.png,1009_image_2.png
1010,2,3,悦 ,Duyệt,mãn nguyện,Trong lòng (tâm) mãn nguyện khi nhận được quà cưới,1010_image_1.png,1010_image_2.png
1011,2,3,閲 ,Duyệt,kiểm duyệt,Trước khi đi tặng quà cần mang đi kiểm duyệt,1011_image_1.png,1011_image_2.png
1012,2,3,炎 ,Viêm,cháy lớn,Cháy lớn,1012_image_1.png,1012_image_2.png
1013,2,3,宴,Yến,yến tiệc,Cô gái đội mũ lông chồn đi dự yến tiệc tại nhà hàng xóm |,1013_image_1.png,1013_image_2.png
1014,2,3,鋭,Nhuệ,nhọn sắc,Trong hộp quà có đầy dao sắc nhọn,1014_image_1.png,1014_image_2.png
1015,2,3,汚,Ô,ô nhiễm,Nước bị ô nhiễm,1015_image_1.png,1015_image_2.png
1016,2,3,押,Áp,"ấn, ép",Dùng tay ấn nút đỏ,1016_image_1.png,1016_image_2.png
1017,2,3,欧,Âu,châu Âu,Khu vực châu âu thiếu trẻ em,1017_image_1.png,1017_image_2.png
1018,2,3,殴,Ẩu,ẩu đả,Khu vực hay xảy ra âầu đả bằng vũ khí,1018_image_1.png,1018_image_2.png
1019,2,3,憶,Ức,kí ức,Kí ức xuất hiện từ con tim và ý thức của chúng ta,1019_image_1.png,1019_image_2.png
1020,2,4,奥,Áo,bên trong,Lúa được cất trong nhà kho rất lớn,1020_image_1.png,1020_image_2.png
1021,2,4,穏,Ổn,yên ổn,Yên ồn trồng lúa,1021_image_1.png,1021_image_2.png
1022,2,4,菓,Quả,bánh kẹo,"Bánh kẹo hồi xưa thường làm bằng hoa quả (kẹo hồ lô, ô mai...)",1022_image_1.png,1022_image_2.png
1023,2,4,箇,Cá,số đếm,Que đếm hồi xưa được làm bằng trúc. (số đềếm),1023_image_1.png,1023_image_2.png
1024,2,4,暇,Hạ,nhàn hạ,Nhàn hạ thì chơi mạt chược cả ngày,1024_image_1.png,1024_image_2.png
1025,2,4,架,Giá,giá treo,Giá treo được làm bằng gỗ,1025_image_1.png,1025_image_2.png
1026,2,4,佳,Giai,giai nhân,Giai nhân đứng cạnh 2 đồng đất,1026_image_1.png,1026_image_2.png
1027,2,4,華,Hoa,"hoa mĩ, Trung Hoa",Đèn cô trung hoa,1027_image_1.png,1027_image_2.png
1028,2,4,嫁,Giá,xuất giá,Con gái xuất giá,1028_image_1.png,1028_image_2.png
1029,2,4,介,Giới,giới thiệu,Mũi tên giới thiệu sản phẩm,1029_image_1.png,1029_image_2.png
1030,2,5,壊,Hoại,hủy hoại,Quần áo dưới đất bị hủy hoại do axit,1030_image_1.png,1030_image_2.png
1031,2,5,戒,Giới,giới luật,Ai vi phạm giới luật sẽ bị xử bắn,1031_image_1.png,1031_image_2.png
1032,2,5,皆,Giai,mọi người,Mọi người nghe đài tập thể dục,1032_image_1.png,1032_image_2.png
1033,2,5,怪,Quái,ma quái,Vùng đất có con ma bay đi bay lại,1033_image_1.png,1033_image_2.png
1034,2,5,悔,Hối,hối hận,Trái tim hồi hận mỗi ngày,1034_image_1.png,1034_image_2.png
1035,2,5,塊,Khối,khối đá,Khói đá,1035_image_1.png,1035_image_2.png
1036,2,5,較,Giảo,so sánh,So sánh những chiếc xe với nhau,1036_image_1.png,1036_image_2.png
1037,2,5,獲,Hoạch,săn bắt,Con chó chạy lòng vòng bắt con chim,1037_image_1.png,1037_image_2.png
1038,2,5,穫,Hoạch,thu hoạch,Thu hoạch lúa,1038_image_1.png,1038_image_2.png
1039,2,5,隔,Cách,ngăn cách,Căn phòng ngăn cách với vùng đất bên ngoài,1039_image_1.png,1039_image_2.png
1040,2,6,郭,Quách,thành quách,Đứa trẻ chơi trong thành quách,1040_image_1.png,1040_image_2.png
1041,2,6,滑,Hoạt,trơn trượt,Chất dịch ở những khớp xương làm trơn các khớp nối xương,1041_image_1.png,1041_image_2.png
1042,2,6,勘,Khám,trực giác,Tôi có trực giác rằng anh ta rất khỏe,1042_image_1.png,1042_image_2.png
1043,2,6,肝,Can,gan,Bộ phận trên cơ thể người đều có chữ nhục- #,1043_image_1.png,1043_image_2.png
1044,2,6,貫,Quán,"nhất quán, hiểu thông suốt",Quan huyện phải hiểu thông suốt mọi việc để xử án cho dân,1044_image_1.png,1044_image_2.png
1045,2,6,敢,Cảm,dũng cảm,Hi sinh 1 cách dũng cảm,1045_image_1.png,1045_image_2.png
1046,2,6,緩,Hoãn,"chậm rãi, lỏng lẻo",Buộc tay bạn gái dắt đi 1 cách chậm rãi,1046_image_1.png,1046_image_2.png
1047,2,6,冠,Quán,đứng đầu,Người đứng đầu lên bục phát biểu,1047_image_1.png,1047_image_2.png
1048,2,6,換,Hoán,hoán đổi,Mang thùng hàng to đi hoán đổi,1048_image_1.png,1048_image_2.png
1049,2,6,喚,Hoán,hô hoán,Hô hoán bằng miệng,1049_image_1.png,1049_image_2.png
1050,2,7,甘,Cam,ngọt,Ly nước cam rất ngọt,1050_image_1.png,1050_image_2.png
1051,2,7,汗,Hãn,mồ hôi,Mồ hôi,1051_image_1.png,1051_image_2.png
1052,2,7,勧,Khuyến,khuyến khích,Khuyến khích người dân bắt 10 con chim bằng sức lực của mình,1052_image_1.png,1052_image_2.png
1053,2,7,歓,Hoan,hoan hỷ,Sáng dậy thiếu tiếng chim hót thì thật không vui,1053_image_1.png,1053_image_2.png
1054,2,7,乾,Can,cạn,Người năm phơi nắng cạnh dòng sông khô cạn,1054_image_1.png,1054_image_2.png
1055,2,7,鑑,Giám,giám định,Giám định kim loại,1055_image_1.png,1055_image_2.png
1056,2,7,環,Hoàn,"tuần hoàn, chiếc vòng",Con ông vua đeo chiếc vòng ở tay,1056_image_1.png,1056_image_2.png
1057,2,7,監,Giám,giám định,2 ông quan giám định bát,1057_image_1.png,1057_image_2.png
1058,2,7,雅,Nhã,nhã nhặn,Con chim không có răng nên ăn rất nhã nhặn,1058_image_1.png,1058_image_2.png
1059,2,7,餓,Ngạ,đói,Không có đồ ăn thì đói,1059_image_1.png,1059_image_2.png
1060,2,8,概,Khái,khái niệm,Người đi tìm khái niệm mới cho cây lạ,1060_image_1.png,1060_image_2.png
1061,2,8,該,Cai,bao quát,Thầy giáo dạy học sinh cách gọi điện bao quát cả những số điện. thoại khân như 141,1061_image_1.png,1061_image_2.png
1062,2,8,刈,Ngải,sự cắt,Dung đao cắt hình chữ x,1062_image_1.png,1062_image_2.png
1063,2,8,岳,Nhạc,núi cao,Núi cao,1063_image_1.png,1063_image_2.png
1064,2,8,含,Hàm,bao hàm,Mũi tên nằm trong hộp lò xo,1064_image_1.png,1064_image_2.png
1065,2,8,奇,Kỳ,diệu kỳ,Anh chàng shipper đẹp trai đến kỳ diệu,1065_image_1.png,1065_image_2.png
1066,2,8,鬼,Quỷ,ma quỷ,Con quỷ 4 mắt,1066_image_1.png,1066_image_2.png
1067,2,8,祈,Kì,cầu nguyện,Người đến đền thần cầu nguyện,1067_image_1.png,1067_image_2.png
1068,2,8,輝,Huy,"huy hoàng, rực rỡ",Xe quân đội chiếu sáng thật rực rỡ,1068_image_1.png,1068_image_2.png
1069,2,8,幾,Cơ,bao nhiêu,,1069_image_1.png,1069_image_2.png
1070,2,9,既,Kí,đã,Người nghiên cứu đã cắt xong cây và trở về,1070_image_1.png,1070_image_2.png
1071,2,9,騎,Kị,cưỡi ngựa,Cưỡi ngựa,1071_image_1.png,1071_image_2.png
1072,2,9,企,Xí,xí nghiệp,XÍ nghiệp,1072_image_1.png,1072_image_2.png
1073,2,9,軌,Quỹ,quỹ đạo,Chiếc xe chạy 9 vòng tròn (quỹ đạo),1073_image_1.png,1073_image_2.png
1074,2,9,棄,Khí,"quên, bỏ",Quên không bỏ lá rau vào nồi,1074_image_1.png,1074_image_2.png
1075,2,9,棋,Kì,quân cờ,Cờ vây hồi xưa được làm bằng gỗ,1075_image_1.png,1075_image_2.png
1076,2,9,忌,Kị,đố kị,Đồ kị xuất phát từ tâm,1076_image_1.png,1076_image_2.png
1077,2,9,姫,Cơ,công chúa,Công chúa,1077_image_1.png,1077_image_2.png
1078,2,9,詰,Cát,tốt lành,Khi người ta mai ảếưjg thì thường được sư niệm tụng đề me}i táng. (chôn lập) (những lời nói tôt lành),1078_image_1.png,1078_image_2.png
1079,2,9,吉,Cát,tốt lành,Nhà sư gõ mõ tụng kinh nói những điều tốt lành,1079_image_1.png,1079_image_2.png
1080,2,10,喫,Khiết,ăn uống,Tay cầm đao cắt miếng rau to cho vào miệng ăn,1080_image_1.png,1080_image_2.png
1081,2,10,菊,Cúc,Hoa cúc,Hoa cúc thường cắm cho người đã khuất,1081_image_1.png,1081_image_2.png
1082,2,10,丘,Khâu,ngọn đồi,Ngọn đồi .,1082_image_1.png,1082_image_2.png
1083,2,10,凶,Hung,hung ác,Thùng đựng vũ khí hung ác,1083_image_1.png,1083_image_2.png
1084,2,10,及,Cập,phổ cập,3 người đang phỗ cập thái cực quyền,1084_image_1.png,1084_image_2.png
1085,2,10,朽,Hủ,mục nát,5 cái cây mục nát,1085_image_1.png,1085_image_2.png
1086,2,10,驚,Kinh,kinh ngạc,Con ngựa trố mắt kinh ngạc,1086_image_1.png,1086_image_2.png
1087,2,10,恐,Khủng,khủng hoảng,Khủng hoảng tâm lý,1087_image_1.png,1087_image_2.png
1088,2,10,響,Hưởng,"ảnh hưởng, âm hưởng",Âm hưởng bản nhạc,1088_image_1.png,1088_image_2.png
1089,2,10,叫,Khiếu,"kêu, hét",Hô là kêu hét,1089_image_1.png,1089_image_2.png
1090,2,11,狂,Cuồng,cuồng nhiệt,Ông vua cuồng nuôi chó,1090_image_1.png,1090_image_2.png
1091,2,11,狭,Hiệp,hẹp,3 con chó lớn đi trêôn đường hẹp,1091_image_1.png,1091_image_2.png
1092,2,11,峡,Hạp,hẻm núi,Hẻm núi trong 3 ngọn núi to,1092_image_1.png,1092_image_2.png
1093,2,11,脇,Hiếp,đe dọa,Vì 1 miếng thịt mà 3 thế lực đe dọa và tranh giành với nhau,1093_image_1.png,1093_image_2.png
1094,2,11,況,Huống,tình huống,Tính huống anh chàng bê hộp quà ngã xuống nước,1094_image_1.png,1094_image_2.png
1095,2,11,脚,Cước,chân,Chân,1095_image_1.png,1095_image_2.png
1096,2,11,却,Khước,khước từ,"Mời bạn ăn kem, uống rượu nhưng bị từ chối (khước từ)",1096_image_1.png,1096_image_2.png
1097,2,11,虚,Hư,hư không,í anh chàng nhào lộn trên không trung,1097_image_1.png,1097_image_2.png
1098,2,11,拠,Cứ,chứng cứ,Tay cầm kính lúp tìm chứng cứ,1098_image_1.png,1098_image_2.png
1099,2,11,距,Cự,cự li,Dùng chân chạy rút ngắn cự lï về đích,1099_image_1.png,1099_image_2.png
1100,2,12,巨,Cự,to lớn,Ngôi nhà to lớn,1100_image_1.png,1100_image_2.png
1101,2,12,緊,Khẩn,"khẩn cấp, buộc chặt",Bọc chiếc ly vàng bằng chỉ mang đi biếu vua,1101_image_1.png,1101_image_2.png
1102,2,12,岐,Kì,phân nhánh,Nhánh của những ngọn núi,1102_image_1.png,1102_image_2.png
1103,2,12,御,Ngự,"kính thưa, cai trị","Người có quyền, có tiền, có binh lực là người cai trị",1103_image_1.png,1103_image_2.png
1104,2,12,凝,Ngưng,đóng băng,Đóng băng,1104_image_1.png,1104_image_2.png
1105,2,12,虐,Ngược,ngược đãi,Chồng ngược đãi vợ,1105_image_1.png,1105_image_2.png
1106,2,12,欺,Khi,lừa dối,Lừa dồi là việc thiếu đi sự chân thành,1106_image_1.png,1106_image_2.png
1107,2,12,犠,Hi,Hi sinh,Hi sinh con trâu đề tìm lại chính nghĩa,1107_image_1.png,1107_image_2.png
1108,2,12,仰,Ngưỡng,tín ngưỡng,Tín ngưỡng (người theo đạo phật),1108_image_1.png,1108_image_2.png
1109,2,12,駆,Khu,tiến đến,Con ngựa chạy đến khu vực đánh dầấu x,1109_image_1.png,1109_image_2.png
1110,2,13,倔,Quật,"đào lên, khai quật",Dùng tay đề khai quật,1110_image_1.png,1110_image_2.png
1111,2,13,屈,Khuất,bất khuất,Đi ra khỏi nhà 1 cách bất khuất,1111_image_1.png,1111_image_2.png
1112,2,13,愚,Ngu,ngu ngốc,Kẻ ngu ngốc mới nằm cả ngày xem tivi,1112_image_1.png,1112_image_2.png
1113,2,13,偶,Ngẫu,ngẫu nhiên,Ngẫu nhiên đi siêu thị gặp 1 chiếc tivi đẹp,1113_image_1.png,1113_image_2.png
1114,2,13,遇,Ngộ,đãi ngộ,Mua tivi được đãi ngộ ship đến tận nhà,1114_image_1.png,1114_image_2.png
1115,2,13,傾,Khuynh,khuynh hướng,Khuynh hướng bây giờ người ta chuyên hóa từ dùng tiền xu sang. tiên giây,1115_image_1.png,1115_image_2.png
1116,2,13,恵,Huệ,ân huệ,Người có tâm là người biết cho đi 10 ô ruộng,1116_image_1.png,1116_image_2.png
1117,2,13,憩,Khế,nghỉ ngơi,Đề chiếc lưỡi và trái tim của bản thân được nghỉ ngơi,1117_image_1.png,1117_image_2.png
1118,2,13,啓,Khải,làm sáng tỏ,Làm sáng tỏ vụ án mạng trong phòng kín,1118_image_1.png,1118_image_2.png
1119,2,13,継,Kế,kế tục,Thừa kế từ gia đình việc kinh doanh tơ lụa và thóc lúa,1119_image_1.png,1119_image_2.png
1120,2,14,契,Khiết,hợp đồng,Hợp đồng ngày xưa thường được khắc lên tầm gỗ lớn,1120_image_1.png,1120_image_2.png
1121,2,14,刑,Hình,hình phạt,Hình phạt đánh roi,1121_image_1.png,1121_image_2.png
1122,2,14,掲,Yết,"niêm yết, yết kiến",Quan đang quỳ yết kiềến nhà vua . ! m,1122_image_1.png,1122_image_2.png
1123,2,14,携,Huề,đi cùng,Dắt con chim tốt đi theo cùng,1123_image_1.png,1123_image_2.png
1124,2,14,鶏,Kê,gà,3 người đi bắt gà,1124_image_1.png,1124_image_2.png
1125,2,14,賢,Hiền,khôn ngoan,Kẻ khôn ngoan là kẻ biết dùng tiền mua chức quan tứ phẩm,1125_image_1.png,1125_image_2.png
1126,2,14,肩,Kiên,bờ vai,Vác miềếng thịt trên vai mang về nhà,1126_image_1.png,1126_image_2.png
1127,2,14,堅,Kiên,kiên cố,"Sau khi mua quan tứ phẩm, mua thêm đất đề củng có (kiên cô). quyên lực",1127_image_1.png,1127_image_2.png
1128,2,14,軒,Hiên,"mái nhà, đơn vị đếm nhà",Xe ngựa đề cạnh mái nhà,1128_image_1.png,1128_image_2.png
1129,2,14,兼,Kiêm,kiêm nhiệm,Tay cầm 2 cái chỗi (kiêm nhiệm),1129_image_1.png,1129_image_2.png
1130,2,15,遣,Khiển,"phái khiển, cử đi",Ông quan phái cử quân đội đi đánh giặc,1130_image_1.png,1130_image_2.png
1131,2,15,圏,Quyển,khí quyển,Khí quyễn bao quanh trái đắt,1131_image_1.png,1131_image_2.png
1132,2,15,倹,Kiệm,tiết kiệm,Anh chàng tiết kiệm tiền lầy vợ,1132_image_1.png,1132_image_2.png
1133,2,15,剣,Kiếm,gươm,Anh chàng đi mua kiếm,1133_image_1.png,1133_image_2.png
1134,2,15,玄,Huyền,huyền diệu,Đầu con yêu quái màu đen,1134_image_1.png,1134_image_2.png
1135,2,15,幻,Ảo,huyền ảo,Đeo kính thực tế ảo xem những thước phim huyền ảo,1135_image_1.png,1135_image_2.png
1136,2,15,迎,Nghênh,nghênh đón,Con đường đầy hoa và cờ nghênh đón,1136_image_1.png,1136_image_2.png
1137,2,15,鯨,Kình,cá voi,Chú cá voi vui vẻ,1137_image_1.png,1137_image_2.png
1138,2,15,撃,Kích,công kích,Tay cầm vũ khí công kích chiếc xe,1138_image_1.png,1138_image_2.png
1139,2,15,誇,Khoa,khoa trương,Lời nói khoa trương,1139_image_1.png,1139_image_2.png
1140,2,16,鼓,Cổ,cái trống,Người đánh trồng cổ băng cành cây,1140_image_1.png,1140_image_2.png
1141,2,16,弧,Hồ,"vòng cung, sự công kích",Dùng cung tên để công kích,1141_image_1.png,1141_image_2.png
1142,2,16,孤,Cô,cô lập,Đứa trẻ bị cô lập bởi bức tường,1142_image_1.png,1142_image_2.png
1143,2,16,枯,Khô,khô héo,Cái cây cỗ xưa bị khô héo,1143_image_1.png,1143_image_2.png
1144,2,16,雇,Cố,thuê,Thuê nhà cho chim,1144_image_1.png,1144_image_2.png
1145,2,16,顧,Cố,quay lại,Dùng tiền để mua lông chim đề chim bay về,1145_image_1.png,1145_image_2.png
1146,2,16,絞,Giảo,"vắt, thắt",Thắt những sợi chỉ giao nhau,1146_image_1.png,1146_image_2.png
1147,2,16,巧,Xảo,tinh xảo,5 cái thang tỉnh xảo,1147_image_1.png,1147_image_2.png
1148,2,16,攻,Công,công kích,Công kích bằng thước kẻ,1148_image_1.png,1148_image_2.png
1149,2,16,荒 ,Hoang,hoang dã ,Quan tài trôi dọc sông nơi hoang dã,1149_image_1.png,1149_image_2.png
1150,2,17,慌,Hoảng,"vội vàng, hoảng loạn",Trái tim hoảng loạn,1150_image_1.png,1150_image_2.png
1151,2,17,稿,Cảo,"bản thảo, rơm rạ",Đồng lúa cao,1151_image_1.png,1151_image_2.png
1152,2,17,甲,Giáp,thiết giáp,Xe tăng thiết giáp,1152_image_1.png,1152_image_2.png
1153,2,17,恒,Hằng,vĩnh hằng,Yêu 1 cô gái 1001 năm bằng cả trái tim,1153_image_1.png,1153_image_2.png
1154,2,17,項,Hạng,hạng,Tiền là thước đo thứ hạng trong xã hội,1154_image_1.png,1154_image_2.png
1155,2,17,香,Hương,hương thơm,Hương hoa thơm ngát,1155_image_1.png,1155_image_2.png
1156,2,17,孔,Khổng,Khổng Tử,Không Tử biết câu cá từ bé,1156_image_1.png,1156_image_2.png
1157,2,17,控,Khống,khống chế,Khóng chế tội phạm bằng tay,1157_image_1.png,1157_image_2.png
1158,2,17,硬,Ngạnh,"ương ngạnh, cứng",Người nông dân đá phải viên đá cứng,1158_image_1.png,1158_image_2.png
1159,2,17,郊,Giao,ngoại ô,Vùng đất ngoại ô,1159_image_1.png,1159_image_2.png
1160,2,18,拘,Câu,câu nệ,Bắt tay câu nệ,1160_image_1.png,1160_image_2.png
1161,2,18,綱,Cương,dây thừng,Dây thừng,1161_image_1.png,1161_image_2.png
1162,2,18,酵,Diếu,lên men,Đứa trẻ bị đánh vì để chai rượu lên men,1162_image_1.png,1162_image_2.png
1163,2,18,坑,Khanh,cái hố,Cái hồ,1163_image_1.png,1163_image_2.png
1164,2,18,克,Khắc,khắc phục,Tặng 10 món quà cho anh đề khắc phục mồi quan hệ,1164_image_1.png,1164_image_2.png
1165,2,18,魂,Hồn,Linh hồn,Cắm hoa để xua đuổi linh hồn ma quỷ,1165_image_1.png,1165_image_2.png
1166,2,18,婚,Hôn,kết hôn,"Ngày kết hôn, người con gái sẽ theo họ chồng",1166_image_1.png,1166_image_2.png
1167,2,18,墾,Khẩn,khai khẩn,"Khai khân vùng đất có nhiều sâu, giun sinh sống. Vì đất có nhiều. sự sống đó là đất tốt  (đất tốt )",1167_image_1.png,1167_image_2.png
1168,2,18,紺,Cám,xanh sẫm,Sợi chỉ có màu xanh sâm,1168_image_1.png,1168_image_2.png
1169,2,18,恨,Hận,hận thù,Giữ hận thù ở trong lòng thì không tốt,1169_image_1.png,1169_image_2.png
1170,2,19,獄,Ngục,tù ngục,Trong tù ngục có rất nhiều chó sủa,1170_image_1.png,1170_image_2.png
1171,2,19,豪,Hào,hào nhoáng,,1171_image_1.png,1171_image_2.png
1172,2,19,互,Hỗ,hỗ trợ,2 dân tộc hỗ trợ lẫn nhau,1172_image_1.png,1172_image_2.png
1173,2,19,娯,Ngu,vui vẻ,Cô gái ngây ngô thì luôn vui vẻ,1173_image_1.png,1173_image_2.png
1174,2,19,悟,Ngộ,ngộ ra,Đề có thể giác ngộ thì cần cảm nhận từ trái tim,1174_image_1.png,1174_image_2.png
1175,2,19,鎖,Tỏa,cái xích. phong tỏa,"Người bị trói vào miếng kim loại, phong tỏa không cho đi",1175_image_1.png,1175_image_2.png
1176,2,19,歳,Tuế,tuổi,Ở công ty tôi chỉ toàn người tuổi tuất,1176_image_1.png,1176_image_2.png
1177,2,19,彩,Thái,sắc thái,3 sắc thái,1177_image_1.png,1177_image_2.png
1178,2,19,載,Tải,vận tải,Đề vận tải hàng hóa đến vùng đất mới cần có người bảo kê,1178_image_1.png,1178_image_2.png
